"crop;disease;visual_description;treatment;formality"
"Potato;Early Blight;Early blight in potatoes is recognizable by the emergence of small, circular lesions adorned with concentric rings, commonly displaying a dark brown or black coloration, distributed across the foliage.;To effectively manage this condition, it is recommended to implement a systematic regimen of fungicidal treatment, specifically targeting the pathogens responsible for early blight in potatoes.;formal"
"Potato;Early Blight;The presence of early blight in potatoes is indicated by the appearance of small, circular lesions embellished with concentric rings, typically exhibiting a dark brown or black hue, scattered across the foliage.;Adopting a systematic approach to fungicidal treatment, directed towards combating the pathogens responsible for early blight in potatoes, is advisable.;formal"
"Potato;Early Blight;Early blight in potatoes manifests as small, circular lesions adorned with concentric rings, commonly featuring a dark brown or black pigment, distributed across the foliage.;It is recommended to initiate a structured regimen of fungicidal treatment, tailored to target the pathogens accountable for early blight in potatoes.;formal"
"Potato;Early Blight;The occurrence of early blight in potatoes is characterized by the presence of small, circular lesions embellished with concentric rings, typically showcasing a dark brown or black coloration, dispersed throughout the foliage.;To effectively manage this condition, it is advisable to implement a structured regimen of fungicidal treatment, specifically targeting the pathogens responsible for early blight in potatoes.;formal"
"Potato;Early Blight;Early blight in potatoes presents itself through the manifestation of small, circular lesions adorned with concentric rings, commonly displaying a dark brown or black hue, distributed across the foliage.;The adoption of a systematic approach to fungicidal treatment, directed towards combating the pathogens responsible for early blight in potatoes, is recommended.;formal"
"Potato;Early Blight;The appearance of early blight in potatoes is distinguished by the presence of small, circular lesions adorned with concentric rings, typically featuring a dark brown or black pigment, dispersed throughout the foliage.;It is advisable to initiate a structured regimen of fungicidal treatment targeting the pathogens accountable for early blight in potatoes.;formal"
"Potato;Early Blight;Early blight in potatoes is recognizable by the emergence of small, circular lesions adorned with concentric rings, commonly displaying a dark brown or black coloration, distributed across the foliage.;To effectively manage this condition, it is recommended to implement a systematic regimen of fungicidal treatment, specifically targeting the pathogens responsible for early blight in potatoes.;formal"
"Potato;Early Blight;The presence of early blight in potatoes is indicated by the appearance of small, circular lesions embellished with concentric rings, typically exhibiting a dark brown or black hue, scattered across the foliage.;Adopting a systematic approach to fungicidal treatment, directed towards combating the pathogens responsible for early blight in potatoes, is advisable.;formal"
"Potato;Early Blight;Early blight in potatoes manifests as small, circular lesions adorned with concentric rings, commonly featuring a dark brown or black pigment, distributed across the foliage.;It is recommended to initiate a structured regimen of fungicidal treatment, tailored to target the pathogens accountable for early blight in potatoes.;formal"
"Potato;Early Blight;The occurrence of early blight in potatoes is characterized by the presence of small, circular lesions embellished with concentric rings, typically showcasing a dark brown or black coloration, dispersed throughout the foliage.;To effectively manage this condition, it is advisable to implement a structured regimen of fungicidal treatment, specifically targeting the pathogens responsible for early blight in potatoes.;formal"
