visual_description;tag
Identified by the emergence of small circular to oval lesions with light brown centers and prominent dark brown margins, brown spot in rice occurs in a scattered pattern across the leaf blades.;crop
Brown spot in rice is recognizable by the development of discrete circular to oval lesions featuring light brown centers and distinct dark brown margins, distributed across the leaf surface.;crop
The occurrence of brown spot in rice is characterized by the presence of small circular to oval lesions with light brown centers and prominent dark brown margins, scattered throughout the foliage.;crop
Brown spot in rice manifests as discrete circular to oval lesions with light brown centers and well-defined dark brown margins, scattered across the leaf surface.;crop
Identified by the emergence of small circular to oval lesions with light brown centers and prominent dark brown margins, brown spot in rice occurs in a scattered pattern across the leaf blades.;crop
Brown spot in rice is recognizable by the development of discrete circular to oval lesions featuring light brown centers and distinct dark brown margins, distributed across the leaf surface.;crop
The occurrence of brown spot in rice is characterized by the presence of small circular to oval lesions with light brown centers and prominent dark brown margins, scattered throughout the foliage.;crop
Brown spot in rice manifests as discrete circular to oval lesions with light brown centers and well-defined dark brown margins, scattered across the leaf surface.;crop
Identified by the emergence of small circular to oval lesions with light brown centers and prominent dark brown margins, brown spot in rice occurs in a scattered pattern across the leaf blades.;crop
Brown spot in rice is recognizable by the development of discrete circular to oval lesions featuring light brown centers and distinct dark brown margins, distributed across the leaf surface.;crop
The occurrence of brown spot in rice is characterized by the presence of small circular to oval lesions with light brown centers and prominent dark brown margins, scattered throughout the foliage.;crop
Brown spot in rice manifests as discrete circular to oval lesions with light brown centers and well-defined dark brown margins, scattered across the leaf surface.;crop
Identified by the emergence of small circular to oval lesions with light brown centers and prominent dark brown margins, brown spot in rice occurs in a scattered pattern across the leaf blades.;crop
Brown spot in rice is recognizable by the development of discrete circular to oval lesions featuring light brown centers and distinct dark brown margins, distributed across the leaf surface.;crop
The occurrence of brown spot in rice is characterized by the presence of small circular to oval lesions with light brown centers and prominent dark brown margins, scattered throughout the foliage.;crop
Brown spot in rice manifests as discrete circular to oval lesions with light brown centers and well-defined dark brown margins, scattered across the leaf surface.;crop
Identified by the emergence of small circular to oval lesions with light brown centers and prominent dark brown margins, brown spot in rice occurs in a scattered pattern across the leaf blades.;crop
Brown spot in rice is recognizable by the development of discrete circular to oval lesions featuring light brown centers and distinct dark brown margins, distributed across the leaf surface.;crop
